date,value
1974-01-02,591.5351412529944
1974-01-03,596.7319161603998
1974-01-04,605.1278640199639
1974-01-07,612.6858859521082
1974-01-08,615.1798785792874
1974-01-09,614.6359623743975
1974-01-10,615.1887422833684
1974-01-11,615.5538516802839
1974-01-14,615.983154611263
1974-01-15,616.5848495505331
1974-01-16,617.9344441603766
1974-01-17,620.5755381786739
1974-01-18,624.7628598214035
1974-01-21,630.4540042033585
1974-01-22,633.844557285124
1974-01-23,634.0926921071691
1974-01-24,633.2947752544857
1974-01-25,632.5274765562592
1974-01-28,631.5709014381088
1974-01-29,632.964233111266
1974-01-30,636.6594457253702
1974-01-31,639.7784086130955
1974-02-01,640.2586039613868
1974-02-04,638.3738752007704
1974-02-05,636.2078455701609
1974-02-06,635.1334916405497
1974-02-07,636.8239448123875
1974-02-08,641.0945509262999
1974-02-11,645.0148371096684
1974-02-13,645.6282720209416
1974-02-14,645.0071502722345
1974-02-15,644.9335825397144
1974-02-19,647.1621482796907
1974-02-20,651.7498362592708
1974-02-21,655.6138602683037
1974-02-22,657.1084105045062
1974-02-25,654.5916723756226
1974-02-26,646.2801540993153
1974-02-27,636.476015160915
1974-02-28,629.9317497910271
1974-03-01,628.3428820340675
1974-03-04,627.7843047489491
1974-03-05,627.5245577196083
1974-03-06,628.7648172648056
1974-03-07,628.9420020729299
1974-03-08,628.2544161335616
1974-03-11,629.964029953414
1974-03-12,633.0916750861973
1974-03-13,634.9358368623284
1974-03-14,633.8299184918351
1974-03-15,633.0589927122847
1974-03-18,635.2077413193296
1974-03-19,637.9607631190529
1974-03-20,638.736460836464
1974-03-21,636.4946349955893
1974-03-22,629.6763752846219
1974-03-25,620.0302895695924
1974-03-26,611.977454588132
1974-03-27,607.8321804264606
1974-03-28,607.3876319934803
1974-03-29,607.175907598124
1974-04-01,602.3989474736601
1974-04-02,592.8123481522761
1974-04-03,580.1937279924313
1974-04-04,564.605902169723
1974-04-05,550.9456046625058
1974-04-08,543.4432308998568
1974-04-09,542.8036511726807
1974-04-10,544.776879808257
1974-04-11,547.8204333779698
1974-04-15,552.4445922783331
1974-04-16,555.9663313073191
1974-04-17,558.8725373777206
1974-04-18,562.0335338792302
1974-04-19,565.3046523390439
1974-04-22,565.6809865019246
1974-04-23,561.8474354362971
1974-04-24,556.54464166519
1974-04-25,551.8803701982547
1974-04-26,549.0401696733206
1974-04-29,547.3225318443313
1974-04-30,546.4805576170448
1974-05-01,544.2117831832514
1974-05-02,539.9365450937931
1974-05-03,534.1412856758812
1974-05-06,530.3977918323376
1974-05-07,531.6428321325418
1974-05-08,535.8551014410041
1974-05-09,540.8697137991384
1974-05-10,546.4163708652054
1974-05-13,549.5203582563837
1974-05-14,549.724649381263
1974-05-15,549.2845073246588
1974-05-16,548.2452307941805
1974-05-17,546.0295513862413
1974-05-20,543.3560052595905
1974-05-21,541.7768073980557
1974-05-22,544.0724341718316
1974-05-23,549.1248903674334
1974-05-24,554.3999483967302
1974-05-28,557.4714971505906
1974-05-29,557.210485033697
1974-05-30,552.7230140875672
1974-05-31,546.5939111488307
1974-06-03,542.4767177826742
1974-06-04,541.8272004514076
1974-06-05,542.3941590141093
1974-06-06,542.2801408162275
1974-06-07,541.4771421706225
1974-06-10,539.8186856590578
1974-06-11,539.7653469942667
1974-06-12,542.5565967620224
1974-06-13,545.7081247653426
1974-06-14,548.6079108439901
1974-06-17,550.6387303617543
1974-06-18,550.702813685251
1974-06-19,552.7088287971943
1974-06-20,557.7362348333394
1974-06-21,566.2642850552766
1974-06-24,573.8737968215189
1974-06-25,576.2295139023842
1974-06-26,575.7774695522578
1974-06-27,573.5989840940205
1974-06-28,575.0140341917761
1974-07-01,584.2324874885642
1974-07-02,599.2233024992736
1974-07-03,615.5623968119543
1974-07-05,627.7488113830137
1974-07-08,633.8240059220533
1974-07-09,632.7342415667906
1974-07-10,628.762323683623
1974-07-11,629.9474987772822
1974-07-12,640.6272573724085
1974-07-15,659.2554940733361
1974-07-16,681.811526991307
1974-07-17,704.237780471545
1974-07-18,724.1640098845672
1974-07-19,739.4098647734208
1974-07-22,751.3544232122512
1974-07-23,764.4588448390072
1974-07-24,781.8441039569143
1974-07-25,804.0837114182552
1974-07-26,829.3373297713013
1974-07-29,852.651104859182
1974-07-30,868.0106303882058
1974-07-31,873.8181719314612
1974-08-01,869.0811437535577
1974-08-02,859.1135864418223
1974-08-05,847.9634427248808
1974-08-06,836.9870542930364
1974-08-07,824.2017193764397
1974-08-08,809.0459662529628
1974-08-09,797.2957569447367
1974-08-12,793.0521971217112
1974-08-13,795.8363117457276
1974-08-14,795.3082747050123
1974-08-15,785.0172405555567
1974-08-16,767.8516332585141
1974-08-19,748.6197172836856
1974-08-20,734.631404315672
1974-08-21,731.9524281464162
1974-08-22,740.033925978272
1974-08-23,749.1716316961562
1974-08-26,750.8289990833348
1974-08-27,746.4748995723683
1974-08-28,740.9558807726015
1974-08-29,734.7413045448468
1974-08-30,729.6169131616175
1974-09-03,725.561086504488
1974-09-04,722.1638195651822
1974-09-05,718.5744762758893
1974-09-06,717.4911157429934
1974-09-09,723.2600694053493
1974-09-10,734.9625746721704
1974-09-11,750.3296098529016
1974-09-12,763.1454229014136
1974-09-13,767.1587064321171
1974-09-16,759.9807726589257
1974-09-17,747.8011217277354
1974-09-18,739.2303674367156
1974-09-19,741.006924829367
1974-09-20,756.0883403388241
1974-09-23,779.7353193309143
1974-09-24,804.2828850129089
1974-09-25,823.7723888834838
1974-09-26,837.9060721087413
1974-09-27,851.1913987386996
