date,value
1974-01-02,611.6116377267989
1974-01-03,610.1964825731917
1974-01-04,608.6515719815774
1974-01-07,607.1568825703343
1974-01-08,606.2615998455603
1974-01-09,607.9917448642312
1974-01-10,613.782687487339
1974-01-11,620.3372482335138
1974-01-14,621.4121184033788
1974-01-15,617.2952175910513
1974-01-16,614.1793111565437
1974-01-17,617.9437150819364
1974-01-18,627.395409313947
1974-01-21,635.0032203112049
1974-01-22,637.1701177155081
1974-01-23,636.2190191880279
1974-01-24,635.1735995722562
1974-01-25,634.9950186434502
1974-01-28,635.8822240560436
1974-01-29,637.0478300494101
1974-01-30,637.6902341583348
1974-01-31,637.9373005143074
1974-02-01,638.1492598979936
1974-02-04,638.635238279126
1974-02-05,639.4999423837058
1974-02-06,640.7969741268006
1974-02-07,642.4786953471339
1974-02-08,644.0925075780551
1974-02-11,645.0845722765689
1974-02-13,645.173057434622
1974-02-14,645.0942009025414
1974-02-15,645.5764219400519
1974-02-19,647.2781835254917
1974-02-20,650.8579486371992
1974-02-21,656.120389200855
1974-02-22,659.7679949383943
1974-02-25,658.9013925466547
1974-02-26,651.9837867774388
1974-02-27,641.6767665748504
1974-02-28,631.691516931068
1974-03-01,625.2715531387416
1974-03-04,623.2870192106682
1974-03-05,624.1296195331638
1974-03-06,625.9819529873977
1974-03-07,628.2009663608999
1974-03-08,630.4235764076019
1974-03-11,632.2708961194116
1974-03-12,633.5050785929499
1974-03-13,633.9269412035637
1974-03-14,633.5991383569439
1974-03-15,633.6316725801605
1974-03-18,634.9773225601742
1974-03-19,636.9126235021316
1974-03-20,637.9580722988617
1974-03-21,635.9120287429262
1974-03-22,630.9042607798473
1974-03-25,624.3514887267033
1974-03-26,617.8357278266645
1974-03-27,612.6655053039428
1974-03-28,608.8106703174041
1974-03-29,604.9886800489211
1974-04-01,599.6690294100014
1974-04-02,591.3082681887263
1974-04-03,578.9515081018636
1974-04-04,564.2176705095969
1974-04-05,550.1439422026216
1974-04-08,539.9741267768745
1974-04-09,536.2505061499616
1974-04-10,538.7083702757116
1974-04-11,545.7758397656935
1974-04-15,553.7411866884164
1974-04-16,559.7929010985661
1974-04-17,563.3157636361035
1974-04-18,564.9923076690422
1974-04-19,565.5401878900091
1974-04-22,565.3218122271637
1974-04-23,564.4801483253348
1974-04-24,562.6275987844708
1974-04-25,559.2440535150616
1974-04-26,553.5461967386808
1974-04-29,545.9802714537367
1974-04-30,541.7431435637877
1974-05-01,542.9889310429372
1974-05-02,542.3929346856283
1974-05-03,536.5055649959243
1974-05-06,530.3400555774125
1974-05-07,529.4224732998879
1974-05-08,534.0150219903365
1974-05-09,542.0319607203201
1974-05-10,548.1197765988455
1974-05-13,549.9680032652226
1974-05-14,548.6641162139091
1974-05-15,545.7877970105076
1974-05-16,542.3497536663841
1974-05-17,539.2292499257949
1974-05-20,537.3487460187886
1974-05-21,537.6415012968636
1974-05-22,540.6994202418554
1974-05-23,545.7489878569513
1974-05-24,551.527266091403
1974-05-28,555.9525162259226
1974-05-29,556.4100998657221
1974-05-30,552.6170571477126
1974-05-31,546.704050543002
1974-06-03,541.2748280476085
1974-06-04,538.4260138490521
1974-06-05,538.2257369008634
1974-06-06,539.7916383169263
1974-06-07,540.8066407643768
1974-06-10,540.3435073383662
1974-06-11,539.7267538030419
1974-06-12,540.7692567660437
1974-06-13,544.6075423024022
1974-06-14,549.5211279211495
1974-06-17,552.5193341016263
1974-06-18,550.4405030956723
1974-06-19,548.7132533519458
1974-06-20,555.8151246894705
1974-06-21,568.7931899897385
1974-06-24,578.362621272851
1974-06-25,577.2874142636321
1974-06-26,570.7446703860148
1974-06-27,568.1590243285173
1974-06-28,572.733203845705
1974-07-01,584.8326588007343
1974-07-02,600.5151890593164
1974-07-03,615.3977901139432
1974-07-05,626.7582841475421
1974-07-08,632.2103599960583
1974-07-09,632.5911081443578
1974-07-10,631.7320621128623
1974-07-11,634.034461773017
1974-07-12,642.9268049235676
1974-07-15,657.9466210724648
1974-07-16,677.6586976549609
1974-07-17,700.1257972226806
1974-07-18,722.076223773043
1974-07-19,742.6207370099443
1974-07-22,762.3034042932047
1974-07-23,781.8582096515514
1974-07-24,801.7041157759944
1974-07-25,821.0000000066763
1974-07-26,838.5897183460232
1974-07-29,853.3171267964611
1974-07-30,864.0260813604162
1974-07-31,869.5604380403144
1974-08-01,869.1403766920415
1974-08-02,863.4913725853212
1974-08-05,853.7152248433368
1974-08-06,841.1413156622395
1974-08-07,828.0093595300511
1974-08-08,816.3232138263879
1974-08-09,806.2329752053705
1974-08-12,797.425300139746
1974-08-13,789.5076187857626
1974-08-14,781.7704560336742
1974-08-15,773.656628652746
1974-08-16,765.5350261942856
1974-08-19,758.0060564051104
1974-08-20,751.6701270320376
1974-08-21,747.1276458218852
1974-08-22,744.7261201230122
1974-08-23,743.8014556899446
1974-08-26,743.3476983753649
1974-08-27,742.0030560184168
1974-08-28,738.5887470056313
1974-08-29,733.1809755002462
1974-08-30,726.8118043044325
1974-09-03,720.7422669687376
1974-09-04,716.2741286191757
1974-09-05,714.8102155088721
1974-09-06,717.6945572972901
1974-09-09,725.4288103744706
1974-09-10,736.0177498888473
1974-09-11,746.0165475801173
1974-09-12,754.0312090561845
1974-09-13,759.2775274658775
1974-09-16,761.4265124992418
1974-09-17,761.9700400111864
1974-09-18,762.8552023978367
1974-09-19,765.8441383473738
1974-09-20,771.7965733997579
1974-09-23,780.7368861212194
1974-09-24,792.5268567615418
1974-09-25,807.0282655705097
1974-09-26,824.1028927979064
1974-09-27,843.6125186935168
