date,value
1974-01-06,601.0598698582422
1974-01-13,610.5655217442563
1974-01-20,622.866282390762
1974-01-27,632.2281023550698
1974-02-03,637.6796851838689
1974-02-10,640.7957772903626
1974-02-17,642.9051050068416
1974-02-24,644.1842587421154
1974-03-03,644.1524377385949
1974-03-10,640.7644192656751
1974-03-17,632.04277680537
1974-03-24,617.8456906631866
1974-03-31,599.0973171149589
1974-04-07,579.1501094943302
1974-04-14,561.9635953993977
1974-04-21,550.7458352010093
1974-04-28,545.1099599418271
1974-05-05,542.2877944769061
1974-05-12,541.8277141077483
1974-05-19,544.0855767847211
1974-05-26,548.3757585678569
1974-06-02,549.2986610580651
1974-06-09,544.6630307012442
1974-06-16,540.5275584331049
1974-06-23,544.7550331573746
1974-06-30,564.8204250343849
1974-07-07,605.8458039120704
1974-07-14,666.5779522829155
1974-07-21,734.7732740055608
1974-07-28,794.0564212435792
1974-08-04,827.6229999187938
1974-08-11,824.3322881763565
1974-08-18,795.69825305473
1974-08-25,758.8985338157058
1974-09-01,730.6656020676706
1974-09-08,722.7936736962812
1974-09-15,736.0189789484831
1974-09-22,772.5934001741472
1974-09-29,821.7605866910872
1974-10-06,863.613954773039
1974-10-13,881.4922225793482
1974-10-20,877.4686962632873
1974-10-27,858.3003289766099
1974-11-03,830.7440738710708
1974-11-10,801.8945573267376
1974-11-17,778.8066541658335
1974-11-24,763.3111345545058
1974-12-01,755.1755179417685
1974-12-08,751.4760987924955
1974-12-15,748.0673481488523
1974-12-22,739.0117738724202
1974-12-29,720.6624626164036
1975-01-05,695.1116530071057
1975-01-12,667.4441615007996
1975-01-19,642.2906155914061
1975-01-26,620.6954829573326
1975-02-02,602.5626566076736
1975-02-09,586.5286757140746
1975-02-16,569.8211848299171
1975-02-23,551.0590490039674
1975-03-02,535.5908751693611
1975-03-09,530.0302226054332
1975-03-16,538.9500395959674
1975-03-23,561.6447641069306
1975-03-30,583.8775711116339
1975-04-06,592.5448144537244
1975-04-13,587.4065932198347
1975-04-20,572.6655147722256
1975-04-27,555.253195117139
1975-05-04,538.9288543973136
1975-05-11,526.430993416651
1975-05-18,519.5253167063868
1975-05-25,516.0863437070926
1975-06-01,513.4137378891559
1975-06-08,510.39892393289205
1975-06-15,507.0118603395923
1975-06-22,505.94487968452097
1975-06-29,510.0617779868831
1975-07-06,520.189830967677
1975-07-13,535.9872324731314
1975-07-20,554.8375850930174
1975-07-27,574.9338307285583
1975-08-03,594.5084290495844
1975-08-10,609.9980355555189
1975-08-17,616.0031993244015
1975-08-24,608.8615867943066
1975-08-31,593.7561460495835
1975-09-07,579.1187568909404
1975-09-14,572.0048828700059
1975-09-21,571.836989404958
1975-09-28,572.5307905791823
1975-10-05,567.8078987234973
1975-10-12,553.0119111037259
1975-10-19,531.3267346397603
1975-10-26,509.1072088730523
1975-11-02,491.357081597454
1975-11-09,481.19363772991085
1975-11-16,478.7903765666018
1975-11-23,480.645191463004
1975-11-30,482.43837183809313
1975-12-07,479.7847102979299
1975-12-14,470.13187332475997
1975-12-21,458.35031377539144
1975-12-28,451.2039085884624
1976-01-04,453.10189462927065
1976-01-11,460.1554686994326
1976-01-18,467.6861666875311
1976-01-25,472.15191564602515
1976-02-01,473.66367008531404
1976-02-08,474.50514125306717
1976-02-15,475.5267482249862
1976-02-22,477.1050282540826
1976-02-29,479.14251396810647
1976-03-07,479.6457194937627
1976-03-14,477.0098167255969
