date,value
1974-01-06,610.3480447283642
1974-01-13,614.1745926917299
1974-01-20,619.4406500499009
1974-01-27,625.3765708205215
1974-02-03,630.3707540248158
1974-02-10,634.2607087686009
1974-02-17,637.3010700468452
1974-02-24,638.5538847741526
1974-03-03,637.4692140026093
1974-03-10,635.2894852178401
1974-03-17,632.6250492583803
1974-03-24,626.1818661599474
1974-03-31,612.337297339008
1974-04-07,592.3131905106526
1974-04-14,571.1642702374636
1974-04-21,555.0265992535531
1974-04-28,544.5651417046967
1974-05-05,541.1173600239025
1974-05-12,545.8814404558764
1974-05-19,555.416148441957
1974-05-26,562.8638815037392
1974-06-02,564.0075960088687
1974-06-09,558.4668088071957
1974-06-16,553.0936287500462
1974-06-23,556.4625179813395
1974-06-30,575.0520025854622
1974-07-07,611.2272354221749
1974-07-14,662.0907411706233
1974-07-21,720.6720241973482
1974-07-28,773.7371897555622
1974-08-04,805.7342719655825
1974-08-11,807.1413097278106
1974-08-18,787.0069467992926
1974-08-25,759.6533538376956
1974-09-01,738.8459389811945
1974-09-08,732.7869687961362
1974-09-15,746.7867614461464
1974-09-22,777.6952501910556
1974-09-29,819.9826655649849
1974-10-06,857.585169357949
1974-10-13,872.3323466617379
1974-10-20,862.0099595038672
1974-10-27,836.6879845883622
1974-11-03,807.9444767682992
1974-11-10,785.6971920644085
1974-11-17,768.8300350080887
1974-11-24,760.1541096662111
1974-12-01,760.3918188894643
1974-12-08,760.1347146236917
1974-12-15,751.3204285807303
1974-12-22,733.7276271825375
1974-12-29,708.665354510526
1975-01-05,682.6368851183324
1975-01-12,659.237762919013
1975-01-19,638.730875315695
1975-01-26,622.7725253540018
1975-02-02,610.778062381624
1975-02-09,597.3273291352606
1975-02-16,581.0748587027814
1975-02-23,563.0427915481176
1975-03-02,548.7189794979616
1975-03-09,544.0119450289209
1975-03-16,548.829146523625
1975-03-23,559.3360837354256
1975-03-30,572.3393302433865
1975-04-06,581.047640153393
1975-04-13,582.5895764806157
1975-04-20,576.9575253130023
1975-04-27,563.4096158832652
1975-05-04,545.541810330792
1975-05-11,529.3633105471752
1975-05-18,519.5016560434913
1975-05-25,514.2579761516556
1975-06-01,510.8280505543498
1975-06-08,509.7035333490078
1975-06-15,510.0172161930207
1975-06-22,511.1624953864865
1975-06-29,514.0981898483958
1975-07-06,522.3685895200198
1975-07-13,538.6173678197015
1975-07-20,558.6924297348748
1975-07-27,578.2314762271261
1975-08-03,594.2275193334588
1975-08-10,602.2382955309643
1975-08-17,601.8927858487931
1975-08-24,595.2475083691713
1975-08-31,583.6120477335418
1975-09-07,572.9387902807605
1975-09-14,567.3503146824485
1975-09-21,565.8613135548977
1975-09-28,562.3516013920585
1975-10-05,555.123403660077
1975-10-12,544.3973014886
1975-10-19,530.4321267199311
1975-10-26,514.9216987705674
1975-11-02,501.16981489768204
1975-11-09,491.37624106598304
1975-11-16,485.3174889830719
1975-11-23,483.1005800423504
1975-11-30,483.7681999561925
1975-12-07,482.51619513876585
1975-12-14,477.0171204914034
1975-12-21,469.8275483905691
1975-12-28,463.3596886597685
1976-01-04,459.4901525798615
1976-01-11,460.67278761804715
1976-01-18,465.88905556999214
1976-01-25,472.40392078414334
1976-02-01,478.37876860487654
1976-02-08,484.041462234405
1976-02-15,487.2423718036877
1976-02-22,487.547793960659
1976-02-29,485.9232663277167
1976-03-07,483.8553050861916
1976-03-14,481.7786690986912
1976-03-21,479.32210947864036
1976-03-28,477.23876500613693
1976-04-04,476.1515082052332
1976-04-11,477.7980665880816
1976-04-18,482.4521402013722
1976-04-25,489.0066909009134
1976-05-02,496.91485402268046
1976-05-09,506.76129727923944
1976-05-16,519.0625876997898
1976-05-23,534.6715158325945
1976-05-30,555.4627892728895
1976-06-06,581.8114703026774
1976-06-13,612.9765210464213
1976-06-20,642.6063252435214
1976-06-27,666.474373280707
1976-07-04,682.2894162744597
1976-07-11,686.1999185860316
1976-07-18,674.6570261646212
1976-07-25,653.4645016271202
1976-08-01,634.3678004471751
1976-08-08,625.7590214819477
1976-08-15,630.0283757885917
1976-08-22,644.1308414944108
1976-08-29,663.3264797704555
1976-09-05,680.7859643682837
1976-09-12,690.5709960428509
1976-09-19,685.9006754803664
1976-09-26,671.5099859017732
1976-10-03,655.2372239249382
1976-10-10,642.8730254144563
1976-10-17,636.3070348981128
1976-10-24,638.8997206417207
1976-10-31,649.9217824947251
1976-11-07,661.7315386917659
1976-11-14,670.0057887326689
1976-11-21,674.4983005661436
1976-11-28,676.599832200961
1976-12-05,677.5777664177147
1976-12-12,680.3974339692695
1976-12-19,685.1111036095621
1976-12-26,692.5240157305054
1977-01-02,701.767451501271
1977-01-09,710.1926903235352
1977-01-16,717.192678337489
1977-01-23,723.0945334051535
1977-01-30,728.2960346207598
1977-02-06,733.0175875932875
1977-02-13,738.5824669994282
1977-02-20,746.8160088648007
1977-02-27,761.1103190257041
1977-03-06,782.7997197163868
1977-03-13,810.0881996952926
1977-03-20,841.4564989376763
1977-03-27,875.7664506979554
1977-04-03,911.078514135479
1977-04-10,943.4667582007573
1977-04-17,968.2990555475865
1977-04-24,982.0737936919386
1977-05-01,984.1129670289955
1977-05-08,980.7133831029828
1977-05-15,972.9687048864075
1977-05-22,961.1029409697182
1977-05-29,941.1283545087581
1977-06-05,911.3696039853662
1977-06-12,868.8701448745525
1977-06-19,818.3951697312747
1977-06-26,769.0896009403441
1977-07-03,724.8820725021877
1977-07-10,682.0571145824571
1977-07-17,648.9789782701089
1977-07-24,628.151828892646
1977-07-31,612.1405242577199
